SimulationTime(s),RTT(us),VehicleCount,PayloadSize(Bytes)
199,6302,126,13190
200,6683,127,13286
201,7503,127,13257
202,6339,128,13347
203,6338,129,13472
204,6710,129,13460
205,6522,130,13569
206,6447,130,13566
207,7061,131,13660
208,6794,132,13776
209,6563,132,13778
210,6887,133,13898
211,6715,133,13884
212,6555,134,14005
213,6949,134,14025
214,6768,135,14096
215,6879,136,14232
216,6954,136,14198
217,6893,137,14304
218,6971,137,14321
219,7370,138,14420
220,7221,139,14527
221,6833,139,14596
222,7261,140,14626
223,8250,140,14621
224,7380,141,14725
225,7559,142,14848
226,8339,142,14837
227,7561,143,14938
228,7358,143,14945
229,7451,144,15032
230,8255,144,15077
231,7407,145,15164
232,7653,146,15302
233,7282,146,15247
234,7984,147,15373
235,8340,147,15389
236,7521,148,15482
237,8221,149,15605
238,8521,149,15599
239,8249,150,15664
240,7714,150,15726
241,7497,151,15840
242,7581,152,15897
243,7901,152,15885
244,7775,153,16012
245,8532,153,15985
246,7773,154,16097
247,8553,154,16136
248,8307,155,16178
249,8797,155,16236
250,8301,155,16220
251,8461,156,16289
252,7704,155,16290
253,7962,156,16322
254,8261,156,16256
255,8135,156,16269
256,9436,156,16275
257,7908,156,16336
258,7894,157,16428
259,7940,158,16546
260,8599,158,16528
261,8294,159,16668
262,8206,158,16482
263,8132,159,16653
264,8112,158,16560
265,8394,159,16643
266,8728,159,16658
267,8089,159,16596
268,7662,159,16638
269,7573,159,16656
270,7858,159,16643
271,7564,160,16785
272,7746,160,16754
273,8220,161,16899
274,8187,161,16922
275,7825,162,16960
276,7616,163,17100
277,7926,163,17080
278,8135,164,17193
279,8286,164,17195
280,8645,165,17251
281,8670,165,17302
282,7741,166,17400
283,7957,166,17388
284,7926,166,17401
285,7788,166,17391
286,7597,166,17405
287,7677,166,17396
288,8066,166,17423
289,7762,166,17384
290,7804,166,17417
291,7717,166,17399
292,7937,166,17375
293,7674,167,17519
294,7754,166,17405
295,7761,166,17389
296,7807,166,17444
297,7658,166,17386
298,7996,166,17394
299,7839,166,17385
300,7788,166,17415
301,7892,166,17370
302,7588,167,17490
303,7662,167,17515
304,7952,168,17606
305,7911,169,17700
306,8045,169,17684
307,8305,170,17807
308,7635,170,17751
309,7796,170,17812
310,7890,171,17967
311,8485,170,17817
312,8335,171,17905
313,8564,170,17812
314,8549,170,17819
315,8179,170,17822
316,8108,170,17823
317,8315,171,17929
318,8679,170,17810
319,8460,170,17832
320,9120,170,17824
321,9172,170,17819
322,8480,171,17949
323,8836,170,17805
324,8717,171,17918
325,8849,170,17793
326,9423,170,17784
327,8495,171,17925
328,8932,170,17812
329,8837,171,17904
330,8950,170,17860
331,8847,170,17810
332,8188,170,17813
333,8490,170,17832
334,9150,171,17961
335,9014,170,17820
336,9155,170,17810
337,9349,170,17852
338,9147,170,17822
339,8684,171,17938
340,9404,170,17839
341,10560,171,17935
342,10837,170,17817
343,9231,170,17815
344,9237,171,17935
345,8654,170,17820
346,8249,171,17969
347,9253,170,17838
348,9287,170,17815
349,8609,170,17865
350,9052,170,17838
351,8630,171,17958
352,8449,170,17842
353,8501,170,17842
354,8622,170,17885
355,8294,170,17839
356,8115,171,17964
357,8022,170,17867
358,8729,171,17973
359,8110,170,17878
360,8146,170,17860
361,8033,171,17972
362,8179,170,17839
363,8055,171,17992
364,7991,170,17873
365,8082,170,17845
366,8080,170,17889
367,8148,170,17869
368,8076,171,18006
369,8169,170,17871
370,8437,170,17867
371,7963,170,17900
372,8115,170,17861
373,8171,171,17977
374,8223,170,17876
375,7846,171,17980
376,7933,171,17945
377,8356,172,18064
378,8638,173,18184
379,8062,173,18153
380,8346,174,18295
381,8007,174,18327
382,8307,175,18382
383,7906,175,18409
384,7963,176,18488
385,8027,176,18532
386,8190,176,18496
387,8093,176,18490
388,8396,176,18521
389,8229,176,18498
390,8808,177,18592
391,8665,176,18495
392,7768,176,18506
393,8186,176,18473
394,7920,176,18497
395,8419,177,18603
396,8373,176,18469
397,8276,176,18518
398,7905,176,18500
399,8046,176,18508
400,8088,176,18511
401,7894,176,18501
402,8775,176,18542
403,8441,176,18497
404,8904,176,18488
405,8479,176,18516
406,9148,176,18504
407,8486,177,18597
408,9127,176,18502
409,8851,176,18523
410,8448,176,18501
411,8394,176,18494
412,9374,177,18614
413,8706,176,18527
414,8820,176,18529
415,8046,176,18487
416,9454,176,18501
417,9127,176,18527
418,8339,176,18508
419,8836,176,18530
420,8494,176,18504
421,9010,176,18512
422,8313,176,18521
423,8983,176,18478
424,8500,177,18648
425,9450,176,18507
426,9187,176,18526
427,8334,176,18462
428,8418,176,18443
429,8188,177,18685
430,8370,176,18561
431,8570,176,18515
432,8838,176,18511
433,9181,176,18507
434,8480,176,18540
435,8808,176,18509
436,9650,176,18538
437,8524,176,18534
438,8362,176,18506
439,8833,176,18511
440,8671,176,18503
441,8617,177,18626
442,9134,176,18510
443,8375,176,18523
444,9087,176,18495
445,8691,176,18525
446,8754,177,18635
447,8817,176,18526
448,8779,176,18546
449,8888,176,18532
450,8556,176,18528
451,8457,176,18544
452,8694,176,18520
453,9224,176,18540
454,8551,176,18530
455,9221,176,18526
456,8498,176,18553
457,8198,176,18501
458,8028,177,18652
459,8471,176,18530
460,9343,176,18535
461,8161,176,18579
462,8512,176,18492
463,8469,177,18640
464,9201,176,18524
465,9729,176,18546
466,18920,176,18527
467,8498,176,18503
468,8061,176,18547
469,8216,176,18515
470,8084,176,18547
471,7901,176,18528
472,7986,176,18497
473,7710,176,18545
474,7917,176,18500
475,8388,177,18627
476,8329,176,18537
477,8185,176,18519
478,7743,176,18534
479,7801,176,18523
480,7808,177,18645
481,8193,176,18534
482,8001,176,18520
483,7780,176,18524
484,8382,176,18520
485,7765,176,18550
486,8657,176,18530
487,7845,176,18514
488,8369,176,18527
489,8081,176,18503
490,8028,176,18540
491,7900,176,18528
492,8470,177,18642
493,7910,176,18520
494,8378,176,18488
495,7680,176,18547
496,7732,176,18558
497,7681,177,18621
498,8160,176,18529
499,8210,176,18531
500,8317,176,18521
501,8217,176,18531
502,7824,176,18555
503,7778,176,18542
504,8143,177,18630
505,8117,176,18547
506,8055,176,18537
507,7897,176,18547
508,8321,176,18504
509,8502,177,18637
510,8717,176,18504
511,8606,176,18515
512,8376,176,18554
513,9656,176,18523
514,8638,177,18623
515,8985,176,18538
516,8955,176,18544
517,8342,176,18510
518,8649,176,18529
519,8308,176,18550
520,8865,176,18514
521,8602,176,18539
522,8809,176,18522
523,7844,176,18497
524,8155,176,18542
525,8946,176,18520
526,8481,177,18619
527,7947,176,18526
528,8833,176,18539
529,8879,176,18530
530,9005,176,18530
531,8359,177,18657
532,8996,176,18528
533,8880,176,18539
534,8666,176,18547
535,17152,176,18531
536,8525,176,18547
537,8382,176,18525
538,8500,176,18553
539,8425,176,18516
540,8502,176,18498
541,8549,176,18536
542,8453,176,18519
543,8357,177,18651
544,8596,176,18525
545,8513,176,18536
546,8638,176,18490
547,8227,176,18522
548,8804,177,18638
549,8610,176,18529
550,8366,176,18535
551,8403,176,18524
552,8308,176,18521
553,8294,176,18536
554,8155,176,18520
555,8783,176,18542
556,8412,176,18485
557,8876,176,18518
558,8499,176,18566
559,9502,176,18499
560,8826,177,18634
561,8664,176,18495
562,9239,176,18542
563,9436,176,18575
564,8541,176,18528
565,9279,177,18648
566,7877,176,18553
567,7843,176,18541
568,9626,176,18533
569,8244,176,18548
570,8008,176,18549
571,8157,176,18520
572,7912,177,18651
573,7852,176,18534
574,8352,176,18542
575,7950,176,18614
576,8297,176,18533
577,7937,177,18654
578,8117,176,18557
579,9142,176,18560
580,9042,176,18572
581,9027,176,18543
582,8005,177,18631
583,8886,176,18523
584,8536,176,18562
585,7802,176,18511
586,8437,176,18523
587,8011,176,18558
588,8023,176,18521
589,8317,176,18543
590,8248,176,18505
591,8029,176,18521
592,7839,176,18585
593,7727,176,18520
594,8034,177,18659
595,7721,176,18522
596,7798,176,18541
597,7582,176,18519
598,8356,176,18499
599,7703,177,18644
600,8359,176,18528
601,8368,176,18537
602,7765,176,18526
603,7829,176,18523
604,7810,176,18593
605,8019,176,18533
606,8132,176,18491
607,7768,176,18478
608,7913,176,18552
609,7467,176,18593
610,7692,176,18517
611,8268,177,18648
612,8315,176,18524
613,7765,176,18508
614,7602,176,18568
615,7893,176,18524
616,7657,177,18645
617,7775,176,18532
618,7788,176,18490
619,8196,176,18530
620,8343,176,18522
621,7568,176,18538
622,7924,176,18530
623,7476,176,18513
624,7685,176,18528
625,7915,176,18526
626,8086,176,18545
627,8065,176,18518
628,7955,177,18627
629,8590,176,18530
630,8181,176,18531
631,8088,176,18578
632,8427,176,18530
633,8753,177,18638
634,8001,176,18532
635,8356,176,18518
636,8115,176,18534
637,8870,176,18526
638,8336,176,18555
639,8590,176,18531
640,8835,176,18533
641,8429,176,18527
642,8793,176,18529
643,8492,176,18560
644,8622,176,18530
645,8300,177,18570
646,8291,176,18527
647,8347,176,18586
648,8397,176,18525
649,8497,176,18525
650,8458,177,18643
651,8177,176,18532
652,8410,176,18535
653,8507,176,18532
654,8299,176,18524
655,8425,176,18531
656,8754,176,18531
657,8678,176,18544
658,8415,176,18529
659,9330,176,18521
660,8508,176,18525
661,9187,176,18524
662,9301,177,18647
663,8987,176,18520
664,9816,176,18518
665,8950,176,18498
666,8489,176,18491
667,8481,177,18625
668,8675,176,18529
669,8560,176,18534
670,8946,176,18521
671,8746,176,18511
672,8491,176,18539
673,9208,176,18501
674,9023,176,18512
675,8584,176,18514
676,9407,176,18503
677,8515,176,18509
678,8980,176,18530
679,8221,177,18619
680,8337,176,18543
681,8405,176,18503
682,8342,176,18481
683,8426,176,18581
684,7920,177,18639
685,8598,176,18556
686,8842,176,18522
687,8296,176,18508
688,8816,176,18510
689,8682,176,18526
690,8371,176,18530
691,8768,176,18545
692,8577,176,18503
693,7851,176,18524
694,8235,176,18548
695,8292,176,18515
696,7974,177,18650
697,9453,176,18545
698,8115,176,18570
699,8540,176,18512
700,8252,176,18543
701,8502,177,18621
702,8697,176,18523
703,8583,176,18606
704,8666,176,18504
705,8212,176,18526
706,8074,176,18552
707,8233,176,18535
708,7769,176,18535
709,7960,176,18476
710,7758,176,18565
711,7688,176,18590
712,7964,176,18500
713,7928,177,18648
714,7938,176,18527
715,8053,176,18515
716,8158,176,18525
717,7578,176,18539
718,8023,177,18645
719,7949,176,18531
720,7914,176,18584
721,7774,176,18525
722,7804,176,18521
723,7824,176,18528
724,7780,176,18529
725,9029,176,18534
726,7577,176,18528
727,7809,176,18519
728,7581,176,18532
729,8186,176,18519
730,7823,177,18639
731,7735,176,18528
732,8149,176,18539
733,7837,176,18533
734,8035,176,18532
735,7650,177,18637
736,7628,176,18497
737,7715,176,18574
738,7822,176,18506
739,7961,176,18518
740,7962,176,18534
741,7803,176,18521
742,7419,176,18538
743,7568,176,18520
744,8354,176,18525
745,7723,176,18524
746,7953,176,18518
747,7742,177,18625
748,8490,176,18527
749,7675,176,18535
750,7797,176,18507
751,7608,176,18502
752,7697,177,18616
753,7988,176,18509
754,7623,176,18505
755,7831,176,18516
756,7603,176,18512
757,7822,176,18546
758,7908,176,18461
759,8026,176,18544
760,8037,176,18581
761,7987,176,18575
762,8141,176,18559
763,7838,176,18512
764,8634,177,18635
765,8207,176,18510
766,8270,176,18599
767,8171,176,18510
768,9043,176,18510
769,8840,177,18630
770,8998,176,18509
771,8226,176,18591
772,8568,176,18528
773,8288,176,18537
774,8631,176,18529
775,9445,176,18546
776,8272,176,18543
777,8436,176,18506
778,8763,176,18526
779,8614,176,18548
780,8462,176,18540
781,8864,177,18650
782,8854,176,18520
783,8033,176,18550
784,8137,176,18517
785,9803,176,18519
786,8517,177,18649
787,8148,176,18531
788,8236,176,18561
789,8637,176,18525
790,8319,176,18520
791,8393,176,18525
792,8966,176,18523
793,8497,176,18543
794,8785,176,18518
795,8669,176,18525
796,7970,176,18534
797,8421,176,18550
798,8455,177,18659
799,8797,176,18534
800,8373,176,18567
801,8071,176,18512
802,9119,176,18519
803,8853,177,18646
804,8732,176,18530
805,9182,176,18519
806,8581,176,18531
807,8190,176,18520
808,9512,176,18523
809,8267,176,18526
810,8660,176,18541
811,8037,176,18544
812,8627,176,18529
813,8265,176,18540
814,8883,176,18549
815,8909,177,18632
816,8944,176,18527
817,8449,176,18555
818,8331,176,18530
819,8941,176,18504
820,8594,177,18647
821,8822,176,18526
822,8104,176,18510
823,8884,176,18526
824,8192,176,18529
825,9204,176,18546
826,8304,176,18526
827,8934,176,18519
828,8702,176,18508
829,8042,176,18511
830,8400,176,18504
831,8203,176,18531
832,9549,177,18648
833,7855,176,18524
834,7773,176,18593
835,7876,176,18538
836,7713,176,18532
837,8241,177,18635
838,8470,176,18503
839,8140,176,18600
840,7922,176,18499
841,7965,176,18507
842,7653,176,18526
843,8255,176,18533
844,8453,176,18525
845,8774,176,18524
846,8427,176,18536
847,7647,176,18526
848,7524,176,18530
849,7885,177,18649
850,7634,176,18502
851,7844,176,18539
852,7961,176,18522
853,8196,176,18496
854,7788,177,18646
855,7533,176,18527
856,7527,176,18522
857,7752,176,18527
858,8032,176,18521
859,7895,176,18545
860,7918,176,18532
861,7630,177,18661
862,7881,176,18528
863,7487,176,18475
864,7688,176,18569
865,7542,176,18570
866,8171,177,18638
867,8005,176,18522
868,7515,176,18538
869,7448,176,18520
870,7728,176,18505
871,7940,177,18633
872,7495,176,18524
873,7721,176,18544
874,7407,176,18518
875,7558,176,18520
876,7376,176,18559
877,8162,176,18516
878,7530,176,18544
879,7930,176,18520
880,7911,176,18517
881,7779,176,18551
882,7891,176,18523
883,7417,177,18650
884,8114,176,18522
885,7469,176,18585
886,9869,176,18516
887,15246,176,18525
888,8142,177,18633
889,8073,176,18520
890,7941,176,18569
891,7963,176,18491
892,8445,176,18534
893,8389,176,18545
894,10322,176,18523
895,7707,176,18539
896,7974,176,18517
897,8024,176,18529
898,8289,176,18523
899,8607,176,18525
900,7572,177,18649
901,7590,176,18524
902,7726,176,18535
903,7855,176,18517
904,7772,176,18501
905,7595,177,18644
906,7715,176,18531
907,7727,176,18547
908,7500,176,18513
909,7442,176,18502
910,7586,176,18538
911,7645,176,18506
912,8463,176,18541
913,7828,176,18524
914,8134,176,18508
915,8177,176,18539
916,8195,176,18527
917,8675,177,18655
918,9022,176,18527
919,8944,176,18559
920,8965,176,18516
921,9082,176,18509
922,8401,177,18641
923,9239,176,18524
924,9073,176,18518
925,9193,176,18507
926,8971,176,18521
927,8774,176,18522
928,9218,176,18515
929,9108,176,18493
930,8183,176,18472
931,9141,176,18580
932,13140,176,18599
933,8780,176,18530
934,9998,177,18651
935,11130,176,18529
936,9193,176,18538
937,10525,176,18536
938,9025,176,18531
939,10182,177,18637
940,11453,176,18509
941,10276,176,18587
942,9870,176,18518
943,9553,176,18532
944,8564,176,18557
945,8618,176,18521
946,8825,176,18542
947,9649,176,18503
948,9720,176,18527
949,8991,176,18547
950,9868,176,18523
951,9335,177,18657
952,9374,176,18531
953,8995,176,18547
954,9443,176,18527
955,9520,176,18508
956,8943,177,18629
957,9133,176,18520
958,8404,176,18539
959,8699,176,18522
960,9383,176,18499
961,8354,176,18541
962,8453,176,18531
963,8550,176,18542
964,9383,176,18525
965,9256,176,18512
966,8448,176,18547
967,8784,176,18526
968,8307,177,18644
969,8406,176,18531
970,8685,176,18525
971,8420,176,18515
972,9454,176,18507
973,8454,177,18643
974,8632,176,18533
975,8247,176,18522
976,7860,176,18521
977,8966,176,18514
978,7928,176,18548
979,8249,176,18528
980,8077,176,18526
981,8402,176,18515
982,9339,176,18513
983,8064,176,18548
984,8029,176,18522
985,8059,177,18621
986,7939,176,18530
987,8414,176,18542
988,9124,176,18517
989,8007,176,18511
990,8182,177,18621
991,7434,176,18511
992,8480,176,18535
993,7681,176,18524
994,8282,176,18505
995,7947,176,18528
996,7599,176,18511
997,7725,176,18529
998,7679,176,18526
999,7862,176,18526
1000,7446,176,18557
1001,7411,176,18518
1002,8316,177,18667
1003,7601,176,18539
1004,7442,176,18499
1005,7548,176,18541
1006,7798,176,18555
1007,7586,177,18615
1008,8562,176,18524
1009,7437,176,18593
1010,7367,176,18531
1011,7601,176,18535
1012,7763,176,18553
1013,7794,176,18533
1014,7841,177,18656
1015,7628,176,18527
1016,7629,176,18527
1017,7964,176,18559
1018,7550,176,18479
1019,7668,177,18648
1020,7728,176,18541
1021,7809,176,18526
1022,7498,176,18520
1023,7510,176,18538
1024,8282,177,18621
1025,7389,176,18528
1026,7854,176,18588
1027,7742,176,18523
1028,7561,176,18508
1029,7719,176,18533
1030,7641,176,18516
1031,7625,176,18536
1032,7475,176,18509
1033,7791,176,18511
1034,7295,176,18530
1035,7802,176,18513
1036,7303,177,18645
1037,7480,176,18510
1038,8128,176,18539
1039,7775,176,18519
1040,7488,176,18527
1041,7272,177,18640
1042,7966,176,18516
1043,7207,176,18586
1044,7382,176,18522
1045,7509,176,18493
1046,7567,176,18539
1047,7435,176,18518
1048,7580,176,18538
1049,7385,176,18522
1050,7613,176,18499
1051,7274,176,18541
1052,7308,176,18513
1053,7627,177,18659
1054,7784,176,18529
1055,8468,176,18518
1056,7873,176,18522
1057,8479,176,18511
1058,7963,177,18633
1059,7541,176,18525
1060,8293,176,18519
1061,7774,176,18520
1062,8748,176,18502
1063,7355,176,18539
1064,7478,176,18476
1065,7556,176,18520
1066,7406,176,18555
1067,7722,176,18453
1068,7342,176,18495
1069,7910,176,18530
1070,7576,177,18673
1071,7437,176,18583
1072,7841,176,18542
1073,7718,176,18524
1074,8313,176,18567
1075,7747,177,18613
1076,7217,176,18520
1077,7306,176,18547
1078,7867,176,18521
1079,7625,176,18522
1080,7714,176,18520
1081,7842,176,18520
1082,8116,177,18608
1083,8239,176,18497
1084,7720,176,18572
1085,7838,176,18541
1086,8038,176,18528
1087,8121,177,18652
1088,8500,176,18523
1089,8019,176,18554
1090,8395,176,18524
1091,7701,176,18522
1092,8407,177,18638
1093,8067,176,18530
1094,8402,176,18547
1095,8610,176,18527
1096,9455,176,18497
1097,8484,176,18563
1098,7741,176,18526
1099,7804,176,18550
1100,8202,176,18531
1101,7776,176,18504
1102,7695,176,18543
1103,8298,176,18523
1104,7603,177,18639
1105,7580,176,18527
1106,8359,176,18518
1107,8179,176,18523
1108,7915,176,18524
1109,8364,177,18645
1110,9038,176,18525
1111,7786,176,18531
1112,8793,176,18519
1113,8766,176,18527
1114,10231,176,18539
1115,8998,176,18524
1116,8308,176,18522
1117,9139,176,18521
1118,8037,176,18563
1119,8019,176,18534
1120,8668,176,18524
1121,8005,177,18623
1122,7886,176,18517
1123,7816,176,18543
1124,8878,176,18517
1125,7540,176,18495
1126,8338,177,18612
1127,8750,176,18524
1128,7748,176,18520
1129,8057,176,18505
1130,8096,176,18512
1131,8857,176,18529
1132,9202,176,18527
1133,7853,176,18546
1134,8144,176,18520
1135,8707,176,18571
1136,8411,176,18542
1137,7982,176,18525
1138,8114,177,18615
1139,8247,176,18532
1140,8368,176,18497
1141,8828,176,18490
1142,8840,176,18490
1143,7908,177,18606
1144,8765,176,18529
1145,8476,176,18554
1146,8595,176,18515
1147,8069,176,18601
1148,8583,176,18550
1149,8696,176,18511
1150,9115,176,18564
1151,9153,176,18508
1152,8768,176,18505
1153,8721,176,18527
1154,8903,176,18513
1155,8759,177,18630
1156,9913,176,18514
1157,9145,176,18542
1158,9088,176,18503
1159,9293,176,18533
1160,9032,177,18643
1161,9463,176,18483
1162,9131,176,18550
1163,8833,176,18585
1164,9036,176,18517
1165,8313,176,18546
1166,8737,176,18484
1167,8492,176,18548
1168,7480,176,18578
1169,7827,176,18513
1170,7540,176,18542
1171,7490,176,18525
1172,7835,177,18654
1173,7593,176,18528
1174,9499,176,18542
1175,8414,176,18507
1176,9312,176,18530
1177,8837,177,18633
1178,8792,176,18508
1179,8528,176,18559
1180,8604,176,18534
1181,7375,176,18521
1182,7656,176,18544
1183,7659,176,18533
1184,7572,176,18560
1185,7696,176,18525
1186,7641,176,18525
1187,7483,176,18567
1188,8196,176,18531
1189,7647,177,18659
1190,7615,176,18531
1191,7508,176,18529
1192,7643,176,18499
1193,7410,176,18518
1194,7621,177,18633
1195,7630,176,18495
1196,7519,176,18547
1197,7390,176,18535
1198,7395,176,18513
1199,7118,176,18523
1200,7237,176,18478
1201,7358,176,18574
1202,7598,176,18541
1203,7970,176,18529
1204,7573,176,18548
1205,7387,176,18530
1206,7560,177,18625
1207,7790,176,18536
1208,7758,176,18548
1209,7213,176,18520
1210,7273,176,18582
1211,7371,177,18637
1212,7422,176,18549
1213,7907,176,18548
1214,7182,176,18525
1215,7552,176,18525
1216,8323,176,18537
1217,7290,176,18519
1218,7747,176,18549
1219,7303,176,18522
1220,7543,176,18539
1221,7388,176,18542
1222,7259,176,18532
1223,7714,177,18653
1224,7349,176,18515
1225,7803,176,18523
1226,7808,176,18503
1227,7274,176,18507
1228,7378,177,18647
1229,7636,176,18524
1230,8177,176,18551
1231,7683,176,18512
1232,7195,176,18515
1233,7661,176,18509
1234,7769,176,18522
1235,7641,176,18539
1236,7809,176,18527
1237,7495,176,18515
1238,7382,176,18508
1239,7498,176,18519
1240,7134,177,18620
1241,7341,176,18526
1242,7556,176,18551
1243,7638,176,18536
1244,7456,176,18547
1245,7869,177,18624
1246,7131,176,18528
1247,7631,176,18560
1248,7492,176,18501
1249,7518,176,18517
1250,7643,176,18530
1251,7680,176,18514
1252,7334,176,18545
1253,7622,176,18503
1254,7273,176,18514
1255,7409,176,18539
1256,7496,176,18527
1257,7545,177,18646
1258,7444,176,18506
1259,7697,176,18537
1260,7342,176,18522
1261,7234,176,18522
1262,7417,177,18619
1263,7737,176,18507
1264,7929,176,18545
1265,7735,176,18526
1266,7947,176,18483
1267,7669,176,18546
1268,8882,176,18524
1269,9811,176,18536
1270,9172,176,18523
1271,7755,176,18569
1272,8725,176,18546
1273,7700,176,18537
1274,8298,177,18658
1275,8811,176,18532
1276,8910,176,18563
1277,8107,176,18541
1278,7659,176,18507
1279,8841,177,18649
1280,9932,176,18516
1281,8852,176,18535
1282,9077,176,18528
1283,8623,176,18507
1284,8157,176,18537
1285,9217,176,18526
1286,8991,176,18525
1287,9158,176,18500
1288,9099,176,18510
1289,7564,176,18540
1290,8222,176,18520
1291,8844,177,18641
1292,9186,176,18532
1293,8377,176,18533
1294,7779,176,18524
1295,8689,176,18518
1296,9991,177,18638
1297,10508,176,18524
1298,9374,176,18520
1299,7966,176,18523
1300,10359,176,18497
1301,9433,176,18545
1302,12308,176,18528
1303,8201,176,18529
1304,9098,176,18523
1305,9071,176,18505
1306,8560,176,18545
1307,8786,176,18523
1308,8819,177,18645
1309,9879,176,18525
1310,8963,176,18521
1311,8748,176,18526
1312,9156,176,18467
1313,9154,177,18641
1314,9157,176,18573
1315,9090,176,18515
1316,8681,176,18532
1317,9196,176,18523
1318,9196,176,18543
1319,9386,176,18519
1320,8513,176,18511
1321,8869,176,18521
1322,9536,176,18524
1323,9037,176,18543
1324,7979,176,18568
1325,8751,177,18621
1326,7895,176,18522
1327,8393,176,18545
1328,8629,176,18522
1329,8166,176,18521
1330,8736,177,18616
1331,7810,176,18519
1332,8770,176,18544
1333,7567,176,18531
1334,7535,176,18466
1335,8006,176,18503
1336,8314,176,18523
1337,8493,176,18582
1338,8420,176,18574
1339,7869,176,18534
1340,8578,176,18552
1341,9798,176,18517
1342,8789,177,18646
1343,7797,176,18526
1344,8637,176,18542
1345,8414,176,18529
1346,7728,175,18450
1347,8241,175,18424
1348,8227,174,18312
1349,7452,173,18229
1350,7500,173,18218
1351,8271,172,18080
1352,8198,172,18104
1353,8766,171,17993
1354,8165,170,17908
1355,7581,170,17902
1356,7408,169,17796
1357,8044,169,17813
1358,8438,168,17687
